,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981122i03.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981121i01.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981121i02.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981122i01.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981122i02.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981128i02.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981125i01.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981125i02.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981125i03.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981128i01.std
6123.0,2296.0,1066.0,683.0,1927.0,2340.0,1147.0,1309.0,1295.0,1335.0,1173.0
6143.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6147.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6158.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6159.0,5321.0,2653.0,1784.0,4274.0,5209.0,2553.0,3024.0,2881.0,3006.0,2535.0
6161.0,3422.0,1649.0,1093.0,2787.0,3413.0,1675.0,1940.0,1886.0,1958.0,1707.0
6194.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6209.0,3976.0,1932.0,1286.0,3217.0,3958.0,1941.0,2244.0,2170.0,2251.0,1953.0
6244.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6264.0,3521.0,1696.0,1126.0,2861.0,3510.0,1720.0,1992.0,1935.0,2012.0,1744.0
6303.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6327.0,6370.0,3238.0,2167.0,5071.0,6158.0,3032.0,3586.0,3456.0,3571.0,3026.0
6345.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6347.0,-1.0,3557.0,2407.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6381.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6399.0,2912.0,1396.0,907.0,2400.0,2940.0,1443.0,1654.0,1620.0,1670.0,1466.0
6469.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6517.0,574.0,161.0,108.0,594.0,694.0,352.0,368.0,352.0,360.0,357.0
6538.0,1478.0,625.0,384.0,1264.0,1558.0,744.0,852.0,843.0,853.0,794.0
6542.0,4403.0,2169.0,1443.0,3549.0,4350.0,2125.0,2481.0,2387.0,2484.0,2131.0
6548.0,4203.0,2062.0,1371.0,3392.0,4169.0,2044.0,2373.0,2286.0,2378.0,2046.0
6571.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6594.0,5530.0,2770.0,1852.0,4440.0,5396.0,2655.0,3146.0,2996.0,3120.0,2633.0
6607.0,2257.0,1045.0,671.0,1892.0,2303.0,1124.0,1286.0,1267.0,1314.0,1150.0
6617.0,4431.0,2189.0,1461.0,3576.0,4385.0,2144.0,2495.0,2403.0,2502.0,2146.0
6622.0,6408.0,3257.0,2182.0,5113.0,6191.0,3054.0,3615.0,3485.0,3590.0,3054.0
6630.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6674.0,1621.0,706.0,436.0,1393.0,1696.0,817.0,930.0,922.0,942.0,878.0
6703.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6769.0,5395.0,2697.0,1810.0,4325.0,5268.0,2584.0,3064.0,2918.0,3043.0,2568.0
6800.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6820.0,2173.0,1001.0,644.0,1826.0,2222.0,1078.0,1230.0,1224.0,1267.0,1114.0
6903.0,647.0,201.0,126.0,634.0,752.0,377.0,398.0,383.0,397.0,382.0
6933.0,4808.0,2385.0,1584.0,3872.0,4719.0,2321.0,2705.0,2590.0,2706.0,2300.0
7017.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7036.0,6115.0,3096.0,2063.0,4864.0,5915.0,2909.0,3448.0,3314.0,3430.0,2903.0
7051.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7098.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7137.0,3648.0,1760.0,1164.0,2964.0,3632.0,1791.0,2062.0,2006.0,2087.0,1810.0
7138.0,750.0,255.0,160.0,705.0,841.0,420.0,458.0,458.0,458.0,431.0
7185.0,4892.0,2424.0,1615.0,3936.0,4789.0,2351.0,2753.0,2637.0,2746.0,2333.0
7187.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7282.0,5168.0,2571.0,1729.0,4148.0,5059.0,2483.0,2929.0,2795.0,2910.0,2461.0
7289.0,1775.0,791.0,502.0,1512.0,1847.0,890.0,1024.0,1019.0,1049.0,946.0
7336.0,5360.0,2680.0,1797.0,4307.0,5249.0,2569.0,3043.0,2907.0,3032.0,2558.0
7346.0,1173.0,467.0,288.0,1024.0,1261.0,607.0,699.0,694.0,693.0,645.0
7357.0,1620.0,705.0,444.0,1392.0,1702.0,816.0,932.0,921.0,941.0,877.0
7364.0,569.0,160.0,107.0,593.0,685.0,351.0,366.0,350.0,359.0,356.0
7376.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7462.0,2045.0,935.0,594.0,1719.0,2100.0,1018.0,1161.0,1161.0,1200.0,1063.0
7484.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7500.0,4354.0,2138.0,1427.0,3505.0,4301.0,2101.0,2446.0,2357.0,2449.0,2103.0
7511.0,4004.0,1950.0,1300.0,3236.0,3985.0,1950.0,2257.0,2183.0,2264.0,1963.0
7553.0,3272.0,1580.0,1043.0,2667.0,3262.0,1609.0,1853.0,1803.0,1868.0,1640.0
7724.0,4481.0,2206.0,1476.0,3624.0,4431.0,2164.0,2520.0,2425.0,2524.0,2167.0
7760.0,1983.0,910.0,576.0,1684.0,2051.0,992.0,1131.0,1126.0,1170.0,1039.0
7782.0,922.0,335.0,220.0,841.0,1019.0,494.0,552.0,558.0,563.0,516.0
7807.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7853.0,2032.0,931.0,591.0,1714.0,2091.0,1010.0,1156.0,1155.0,1192.0,1056.0
7897.0,6456.0,3290.0,2208.0,5142.0,6238.0,3076.0,3641.0,3517.0,3618.0,3081.0
7987.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7994.0,1588.0,693.0,426.0,1366.0,1662.0,802.0,916.0,909.0,924.0,862.0
8015.0,4352.0,2140.0,1432.0,3503.0,4299.0,2100.0,2451.0,2360.0,2448.0,2105.0
8237.0,3286.0,1589.0,1049.0,2680.0,3281.0,1620.0,1861.0,1815.0,1874.0,1647.0
8256.0,776.0,265.0,167.0,730.0,868.0,430.0,475.0,473.0,474.0,439.0
8274.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8295.0,1736.0,766.0,482.0,1479.0,1800.0,863.0,996.0,991.0,1018.0,928.0
8312.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8341.0,2529.0,1205.0,769.0,2099.0,2575.0,1254.0,1446.0,1417.0,1471.0,1276.0
